audio,transcription
/Users/air/Downloads/Ненецкие аудио/data/014_612070.3437500001_619866.59375.wav,"пыдар ӈо"" назарет' тер иисус' ня' ӈобкана ниди' мэсету"" петркав таяла ма"" нив' мань ӈамгэхэртахад ехэрадм'"
/Users/air/Downloads/Ненецкие аудио/data/014_620625.9687500001_628422.21875.wav,"ӈамгэм' ваде""махартамд нидм' хамэдамбю"" вадита пуд маряд' мюд тарпы"" тикаринда харад' хоркы тёрей"""
/Users/air/Downloads/Ненецкие аудио/data/014_629400.96875_638327.84375.wav," манзарана не таняна ӈани' сита манэць хэвхананда мэна ненэцяӈг"" ма"" нив' тайкуй ти ӈопойдо' петр ӈани' таялы"" ӈаво"" пирка""на тикана нуна"" петарт' ӈани' вахалъяд"""
/Users/air/Downloads/Ненецкие аудио/data/014_638969.09375_645314.09375.wav,"пыдар галилея' я' тернанё"" ненэся пыдар ӈобто' нинав' ӈа"""
/Users/air/Downloads/Ненецкие аудио/data/014_646191.59375_654966.5937500001.wav,"пыда харта пыхыдамда мэтыбахая няндо' валыторць ма пыдара"" вадета ненэцямда"" мань ехэрав тикарихина харад' хоркы нябимдей' тёрей"""
/Users/air/Downloads/Ненецкие аудио/data/014_655607.84375_665580.96875.wav,петр иисус' неры хэтвы вади тензибте харад' хоркы сидя' тёрева' нерня пыдар няхар' нядни таялтын тикы' пуд сёнзянда тахара ярума
/Users/air/Downloads/Ненецкие аудио/data/013_3591.5937500000005_10611.59375.wav,"иисус' хэбидя хардахад тарп""махаданда ӈопой тохоламбадада нянда ма сидна"" тохоламбадава"" манэкарт"
/Users/air/Downloads/Ненецкие аудио/data/013_11151.59375_14965.343750000002.wav,"хуркари пэ"" хуркари харад"" иисус нянда вахалъй"""
/Users/air/Downloads/Ненецкие аудио/data/013_15927.218750000002_25697.84375.wav,"тюку ӈарка хардаха"" сырӈан вад' тюкохона пэ' ниня ӈобкарт пэ ни хаёд"" хусувэй ӈамгэ мал' тахараӈгу иисус елеон' хой' ниня ӈамды"
/Users/air/Downloads/Ненецкие аудио/data/013_26659.71875_35384.09375000001.wav,"е""нянда хэбидя харад ну петр иаков иоанн тад ӈани ӈопой андрей ненэцяӈгат ерме сита хонра"""
/Users/air/Downloads/Ненецкие аудио/data/013_36177.21875_44901.59375.wav,"хэтхарт тарця ил' сяха' тута тарця ӈамгэ' хадкэва' ёльцянда сяха' товам' маня"" ханзер"" хамэдаӈгува"" ненадода ӈамгэ"
/Users/air/Downloads/Ненецкие аудио/data/013_45914.09375_55347.21875.wav," иисус няндо' вадамда нэкалӈа тосаркада"" сидда"" сиякан' нёя тэвра"" хуркари"" мань нюмми мэць турта"" тарем' лаханорта"""
/Users/air/Downloads/Ненецкие аудио/data/013_55853.46875000001_59768.46875.wav,"теда' тюку тона мань тикы вадан' ӈока ненэць' нельтереӈгу"""
/Users/air/Downloads/Ненецкие аудио/data/013_60713.46875_67311.59375.wav,"хахаяда яхана хубта яхана сайнорти намдабата"" сейда"" нёя"" пин"" тарць"" сер"" харто' таняӈгу"""
/Users/air/Downloads/Ненецкие аудио/data/013_68138.46875_75209.09375000001.wav,"тарць"" серо"" таняб"" ӈод"" тамна ёльцянда ни тов"" ненэцие"" тэнз"" ӈани ненэцие"" тэнзха""на сайнорта"""
/Users/air/Downloads/Ненецкие аудио/data/013_76238.46875000001_84119.09375.wav,"параӈода' ё"" тер"" ӈани параӈода' ё"" терха""на хавыдаӈгу"" ханянатаняна я манзадаӈгу мале сян яхана сэрад тута"
/Users/air/Downloads/Ненецкие аудио/data/013_85452.21875_94092.21875.wav,"тикахабида едя' ниня мэна не' нюртей тебвы не' едяраха"" пыдхавара"" ӈоб' хамэдыда"" сидда"" судеӈголава мяк"" тэврамбаӈгу"""
/Users/air/Downloads/Ненецкие аудио/data/013_94834.71875_103373.46875.wav,"ма""люӈгалава мякана сидда"" ладорпаӈгу"" мань е""эмняни ӈамгэ хадкэвы ваде""манзь параӈоди"" ерво"" сяк"" сидда"" нултамбаӈгу"""
/Users/air/Downloads/Ненецкие аудио/data/013_103930.34375_108267.21875.wav,ёльцянда тэвва' нерня хусувэй я' тер маймбабцо юнм' намдабата тара
/Users/air/Downloads/Ненецкие аудио/data/013_109127.84375_117902.84375.wav,"сидда"" ня""махая судан' ханабато' ӈахакуд ӈаво ваде""манда"" нямна сейда"" нёя"" няркан"" ёльцянда тоб"" тарана вада"" харто' няӈганда"" тута"""
/Users/air/Downloads/Ненецкие аудио/data/013_118780.34375_127808.46875.wav,"вадета вадида"" пыдара"" вадида"" ни"" ӈа"" хэбидя индкад ӈэӈгу"" некаюм' папамда хадаванзь мита ню' нися харта нюмда хадаванзь мита"
/Users/air/Downloads/Ненецкие аудио/data/013_128517.21875000001_136313.46875.wav,"ӈацекы"" небяхато'нисяхато' я""авлаӈгу"" тикы' пуд хадаванзь митыдо' мань е""эмняни хусувэй ненэць' сидда"" сэхэдаӈгу"
/Users/air/Downloads/Ненецкие аудио/data/013_137309.09375000003_147299.09375.wav,"ханяӈэра"" ёльцянда това' ӈэсонд' ни ладод"" тикара"" ӈэдавы ӈэӈгу ханяна ям' вомдамбада нанзкабтада ӈамгэри манэ""пата"" таняна тарця ӈамгэри' таня ниб""нанда серос"" "
/Users/air/Downloads/Ненецкие аудио/data/013_148210.34375000003_158250.96875.wav,"тюку вади толабада хамэдамда та' ёльцьӈгана иудея' яхана иленя"" хоян' хуныдамд"" хибяхав харад' махалэй' ниня мэб""нанда таси' нёямд"" ха""ам"""
/Users/air/Downloads/Ненецкие аудио/data/013_158858.46875_165169.71875000003.wav,"ӈамгэридамда ханаванзь мят' нёя тю"" нянь' ӈуво"" вадюлавахана мэна панэдамда ханаванзь мят' нёямд"" сал"""
/Users/air/Downloads/Ненецкие аудио/data/013_166249.71875_175193.46875000003.wav,"тикы яляха""на саӈговота не"" ӈаволкода не"" саць маяндорта"" хынумдада"" сыра' ёльцьӈгана тарця хадкэна яӈгоя"
/Users/air/Downloads/Ненецкие аудио/data/013_176155.34375_184795.34375.wav,"тикы яляха""на тарця мая' таняӈгу тарця мая' нум' ям' миделеванда мальӈгэхэд тев' ӈэсонд' сяхаӈгарт' яӈгусь сяхаӈгарт' яӈгода"
/Users/air/Downloads/Ненецкие аудио/data/013_185740.34375_193620.96875.wav,"та' мальӈгана нум' ерв тикы ялэ хэбимдевы нибта ӈа"" ӈобкарт ӈэдаванда ненэць' яӈгодась тэравыта е""эмня тикы ялэ хэбимдевыда"
/Users/air/Downloads/Ненецкие аудио/data/013_194633.46875_202986.59375000006.wav,"та' ёльцьӈгана хибяри' нянда"" мамб"" ти христос тюкохона мэ нябинзер' мамбта ти пыда тайна мэ тикан' нёда"" пунрю"""
/Users/air/Downloads/Ненецкие аудио/data/013_203847.21875_208116.59375.wav,"тад ӈо"" хуркари сияк христос"" сияк нум' вади вадета"" ӈадимда"""
/Users/air/Downloads/Ненецкие аудио/data/013_209399.09375_217769.09375.wav,"тарем' хэбтя нум' тэравы ненэцие нельтембаванзь хуркари ненадо и' хэбиле""мя серо манэ""лабтамбаӈгу"" ӈадьбята пыдара"" тосаркада"""
/Users/air/Downloads/Ненецкие аудио/data/013_218629.71875_227455.34375000006.wav,"тикы' нямна мань мале ӈахакуд нянда"" вадини мал' хэтын тикы яляха""на тикы мая' пуд хаер"" сиднолты"" иры ялясяӈгу"
/Users/air/Downloads/Ненецкие аудио/data/013_228096.59375_232079.0670930745.wav,"нумгад нумгы"" мантэӈгуд"" нув' нярахана таняна ныхы"" манзадаӈгу"""
/Users/air/Downloads/Ненецкие аудио/data/013_232859.3650666588_239512.38907345946.wav,тадтикахад ненэця' ню' ӈарка ныхым' мэць ӈарка ӈардабцом' мэць тирхана ӈэдалё товамда манэтадо'
/Users/air/Downloads/Ненецкие аудио/data/013_240310.77999207223_250590.96875.wav,"тет я' панхад я' малхад нув' пан' ӈэсонд' нум' тэравы ненэциеда ма""лаванзь нув' юне ядэлани ӈэдараӈгу пыдара"" смоковница пян' сырӈада"""
/Users/air/Downloads/Ненецкие аудио/data/013_251485.34375000003_261239.09375.wav,"лахарё' хари хамэдэйда"" пя' мал' нюламб"" вэбита сибдёб"" теневабта"" сава тадри' танда хахаялма тюкохона ӈобтарем' тарця"
